Address,City,Price,lot_size_m2,living_area_m2,Build year,Build type,House type,Roof,Rooms,Toilet,Floors,Energy label,Position,Garden,est_neigh_price_m2,rooms_total,bedrooms,Bathrooms,province_nl,price_per_sqm
Meindert Hobbemastraat 71,Almere,450000.0,204.0,123.0,2000,Bestaande bouw,"Eengezinswoning, eindwoning",Plat dak bedekt met bitumineuze dakbedekking,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2,A,"Aan park, aan rustige weg, aan water en in woonwijk",Achtertuin en voortuin,6.260,4,3.0,1,Flevoland,3658.5365853658536
Buitenbos 5,Meteren,685000.0,377.0,161.0,2020,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Schilddak bedekt met leisteen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3,A,In woonwijk,"Achtertuin, voortuin en zijtuin",970,6,5.0,1,Gelderland,4254.658385093167
Arkumerhemstraat 5,Sneek,275000.0,158.0,135.0,1965,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,2.560,5,4.0,1,Fryslân,2037.037037037037
Berberislaan 143,Winterswijk,225000.0,205.0,96.0,1972,Bestaande bouw,"Eengezinswoning, hoekwoning",Plat dak bedekt met bitumineuze dakbedekking,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2,F,In bosrijke omgeving en in woonwijk,Achtertuin en voortuin,3.905,4,3.0,1,Gelderland,2343.75
Helmpad 2,De Zilk,429000.0,147.0,108.0,1996,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3,B,"Aan rustige weg, beschutte ligging en in woonwijk","Achtertuin, voortuin en zijtuin",€ 3.672,5,4.0,1,Zuid-Holland,3972.222222222222
Europa-ring 203,Wierden,389000.0,335.0,148.0,1980,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3,B,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin",890,5,4.0,1,Overijssel,2628.3783783783783
Raaigras 3,De Goorn,560000.0,286.0,159.0,2008,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3,A,Aan water en in woonwijk,"Achtertuin, voortuin en zijtuin",950,6,4.0,1,Noord-Holland,3522.012578616352
Johan van der Poortenlaan 65,Spijkenisse,500000.0,221.0,136.0,2012,Bestaande bouw,"Herenhuis, hoekwoning","Zadeldak bedekt met bitumineuze dakbedekking, overig en pannen",7 kamers (6 slaapkamers),1 badkamer en 1 apart toilet,3,A,"Aan rustige weg, beschutte ligging en in woonwijk","Achtertuin, voortuin en zijtuin",1.210,7,6.0,1,Zuid-Holland,3676.470588235294
Westersingel 11 a,Burgum,539000.0,900.0,228.0,1946,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,1,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,9.320,5,3.0,1,Fryslân,2364.035087719298
In de Mehre 32,Susteren,499000.0,258.0,162.0,2005,Bestaande bouw,"Eengezinswoning, geschakelde woning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 2 aparte toiletten,2,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,590,6,5.0,1,Limburg,3080.246913580247
Noordveen 2,Beilen,499000.0,527.0,153.0,1991,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,6 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,2,B,"Aan rustige weg, aan water, in bosrijke omgeving, in woonwijk en vrij uitzicht","Achtertuin, voortuin, zijtuin en zonneterras",9.415,6,4.0,2,Drenthe,3261.4379084967322
Nettelhorst 65,Ede,290000.0,112.0,123.0,1970,Bestaande bouw,"Eengezinswoning, tussenwoning (drive-in woning)",Plat dak bedekt met bitumineuze dakbedekking,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3,C,Aan rustige weg en in woonwijk,Achtertuin,2.410,5,3.0,1,Gelderland,2357.723577235772
Veerstraat 1 a,Druten,695000.0,506.0,208.0,1900,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,12 kamers (5 slaapkamers),2 badkamers en 2 aparte toiletten,2,C,Beschutte ligging en in centrum,Achtertuin,6.855,12,5.0,2,Gelderland,3341.346153846154
Valkenburgerweg 80,Rijnsburg,934000.0,505.0,196.0,2000,Bestaande bouw,"Villa, vrijstaande woning",Samengesteld dak bedekt met pannen,9 kamers (6 slaapkamers),1 badkamer en 2 aparte toiletten,3,A+,Aan rustige weg en in woonwijk,Achtertuin en voortuin,2.775,9,6.0,1,Zuid-Holland,4765.306122448979
Ruitjensakker 15,Lieshout,400000.0,355.0,146.0,1980,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3,C,In woonwijk,Achtertuin en voortuin,3.555,5,4.0,1,Noord-Brabant,2739.72602739726
Bakemastraat 69,Utrecht,550000.0,123.0,116.0,2007,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,6.330,4,3.0,1,Utrecht,4741.379310344828
Watermolenstraat 8,Westzaan,400000.0,171.0,108.0,1971,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3,C,"Aan rustige weg, aan vaarwater, aan water, in woonwijk en vrij uitzicht",Achtertuin en voortuin,2.415,5,4.0,1,Noord-Holland,3703.703703703704
Kruislaan 1 B,Oostvoorne,1450000.0,2.29,192.0,1980,Bestaande bouw,"Villa, vrijstaande woning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),2 badkamers en 1 apart toilet,2,C,In bosrijke omgeving en vrij uitzicht,Tuin rondom,4.810,4,3.0,2,Zuid-Holland,7552.083333333333
Kotterstraat 20,Alkmaar,340000.0,209.0,75.0,1979,Bestaande bouw,"Eengezinswoning, hoekwoning",Samengesteld dak bedekt met overig,3 kamers (2 slaapkamers),1 badkamer,2,C,"Aan rustige weg, aan water, beschutte ligging en in woonwijk","Achtertuin, voortuin en zijtuin",3.355,3,2.0,1,Noord-Holland,4533.333333333333
Frederik Hendrikstraat 4,Vroomshoop,719000.0,700.0,301.0,1971,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,7 kamers (5 slaapkamers),3 badkamers en 2 aparte toiletten,2,A,Beschutte ligging en in woonwijk,Tuin rondom en zonneterras,3.005,7,5.0,3,Overijssel,2388.704318936877
Pasteurlaan 20,Vlijmen,375000.0,170.0,106.0,1986,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3,C,"Aan rustige weg, in bosrijke omgeving, in woonwijk, open ligging en vrij uitzicht",Achtertuin en voortuin,6.325,6,4.0,1,Noord-Brabant,3537.735849056604
Boomgaard 8 a,Koudekerke,365000.0,243.0,108.0,1989,Bestaande bouw,"Eengezinswoning, eindwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3,A,In woonwijk,Achtertuin en voortuin,2.765,5,4.0,1,Zeeland,3379.6296296296296
Zuideinde 188,Westzaan,850000.0,720.0,129.0,1790,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2,C,"Aan water, in woonwijk en vrij uitzicht","Achtertuin, tuin rondom en zonneterras",1.430,5,4.0,1,Noord-Holland,6589.147286821705
Pachtersveld 113,Apeldoorn,375000.0,307.0,122.0,1974,Bestaande bouw,"Eengezinswoning, hoekwoning",Dwarskap bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3,C,In woonwijk,"Achtertuin, voortuin, zijtuin en zonneterras",5.760,5,4.0,1,Gelderland,3073.7704918032787
Pa Pinkelmanstraat 24,Almere,943000.0,498.0,223.0,2010,Bestaande bouw,"Villa, vrijstaande woning",Tentdak bedekt met pannen,8 kamers (6 slaapkamers),1 badkamer en 1 apart toilet,3,A,In woonwijk,Tuin rondom,6.870,8,6.0,1,Flevoland,4228.699551569507
Pijperlaan 60,Zwijndrecht,395060.0,133.0,131.0,1982,Bestaande bouw,"Eengezinswoning, eindwoning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3,A,In woonwijk,Achtertuin en voortuin,1.320,5,4.0,1,Zuid-Holland,3015.7251908396947
Yukonstraat 2,Spijkenisse,285000.0,197.0,90.0,,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,2,C,In woonwijk,Tuin rondom,1.690,3,2.0,1,Zuid-Holland,3166.6666666666665
Kennemerstraatweg 654,Heiloo,575000.0,403.0,111.0,1938,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3,G,In woonwijk,Tuin rondom,2.225,6,4.0,1,Noord-Holland,5180.18018018018
Tweede Schoolstraat 5,Gouda,425000.0,109.0,119.0,2011,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3,A+,In woonwijk,Achtertuin en voortuin,6.115,5,4.0,1,Zuid-Holland,3571.4285714285716
Stationsstraat 81,Elsloo (LI),349000.0,1.15,132.0,1921,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met bitumineuze dakbedekking en pannen,9 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2,G,In centrum en in woonwijk,Achtertuin,7.020,9,4.0,1,,2643.939393939394
Robijndijk 153 B,Roosendaal,1025000.0,987.0,227.0,1998,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,6 kamers (4 slaapkamers),2 badkamers,2,B,Aan rustige weg,Tuin rondom,4.490,6,4.0,2,Noord-Brabant,4515.418502202643
Brigantijn 39,Brielle,350000.0,139.0,114.0,1973,Bestaande bouw,"Eengezinswoning, tussenwoning (drive-in woning)",Plat dak bedekt met bitumineuze dakbedekking,5 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,3,F,Aan rustige weg en in woonwijk,Achtertuin en voortuin,1.745,5,4.0,1,Zuid-Holland,3070.1754385964914
Warande 196,Schiedam,725000.0,170.0,189.0,1997,Bestaande bouw,"Herenhuis, tussenwoning (drive-in woning)",Plat dak bedekt met bitumineuze dakbedekking,6 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,4,A,"Aan rustige weg, beschutte ligging, in centrum en in woonwijk","Achtertuin, voortuin en zonneterras",640,6,4.0,1,Zuid-Holland,3835.978835978836
Oostmaasstraat 18,Rotterdam,500000.0,77.0,130.0,1901,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,6 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,3,C,"Aan rustige weg, in centrum en in woonwijk",Achtertuin,16.070,6,4.0,2,Zuid-Holland,3846.153846153846
Frederik van Eedenplein 31,Heemstede,1250000.0,252.0,190.0,1936,Bestaande bouw,"Villa, 2-onder-1-kapwoning",Schilddak bedekt met pannen,8 kamers (5 slaapkamers),1 badkamer en 2 aparte toiletten,3,C,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin",2.185,8,5.0,1,Noord-Holland,6578.9473684210525
Watermunt 13,Meppel,625000.0,523.0,175.0,2006,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Schilddak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2,A,In woonwijk,"Achtertuin, voortuin en zijtuin",2.050,5,4.0,1,Drenthe,3571.4285714285716
Dudokplantsoen 5,Bergschenhoek,725000.0,210.0,139.0,2013,Bestaande bouw,"Eengezinswoning, geschakelde 2-onder-1-kapwoning",Samengesteld dak bedekt met pannen,6 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,3,A++,Aan rustige weg en in woonwijk,Achtertuin en voortuin,830,6,4.0,2,Zuid-Holland,5215.827338129497
Da Costastraat 92,Putten,445000.0,283.0,100.0,1964,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,4 kamers (2 slaapkamers),2 badkamers en 1 apart toilet,3,D,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin",6.280,4,2.0,2,Gelderland,4450.0
Grensvaart 15,Breda,300000.0,160.0,110.0,1961,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3,D,In woonwijk,Achtertuin en voortuin,4.305,5,4.0,1,Noord-Brabant,2727.2727272727275
Dominicushof 51,Vianen (UT),425000.0,206.0,140.0,1974,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2,D,In woonwijk en vrij uitzicht,"Achtertuin, voortuin en zijtuin",€ 3.027,5,4.0,1,,3035.714285714286
Oosterwijk WZ 71,Nieuw-Dordrecht,675000.0,1.965,249.0,1999,Bestaande bouw,"Landhuis, vrijstaande woning",Samengesteld dak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2,A,"Aan rustige weg, aan water, landelijk gelegen en vrij uitzicht","Achtertuin, voortuin en zijtuin",425,5,4.0,1,Drenthe,2710.843373493976
Nieuwstraat 2,Helmond,259000.0,90.0,122.0,1960,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3,E,In woonwijk,Achtertuin,3.695,5,4.0,1,Noord-Brabant,2122.9508196721313
Azuurblauw 73,Zoetermeer,395000.0,119.0,105.0,1989,Bestaande bouw,"Eengezinswoning, tussenwoning",Dwarskap bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer,3,B,In woonwijk,Achtertuin,12.510,5,4.0,1,Zuid-Holland,3761.904761904762
Oostercluft 474,Steenwijk,249000.0,148.0,100.0,1978,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3,C,"Aan rustige weg, beschutte ligging en in woonwijk",Achtertuin en voortuin,3.040,4,3.0,1,Overijssel,2490.0
Santgors 40,Zuid-Beijerland,666666.0,510.0,179.0,2004,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3,B,"Aan rustige weg, aan water en in woonwijk",Tuin rondom,2.885,6,5.0,1,Zuid-Holland,3724.391061452514
Zwarteweg 10 a,Noordwijk (ZH),998000.0,1.195,152.0,1974,Bestaande bouw,"Villa, vrijstaande woning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2,D,"Landelijk gelegen, open ligging en vrij uitzicht",Tuin rondom,,4,3.0,1,,6565.789473684211
Burg. Gaarlandtstraat 4,Gorinchem,330000.0,182.0,76.0,1937,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,2,D,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin",2.345,3,2.0,1,Zuid-Holland,4342.105263157895
Cornelis Mertenssstraat 28,Utrecht,465000.0,96.0,116.0,1929,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3,D,Aan rustige weg en in woonwijk,Achtertuin,2.925,6,5.0,1,Utrecht,4008.6206896551726
Peperstraat 45,Gouda,815000.0,451.0,221.0,1706,Bestaande bouw,"Herenhuis, geschakelde woning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),2 badkamers en 2 aparte toiletten,2,Niet verplicht,"Aan rustige weg, beschutte ligging en in centrum",Achtertuin en zijtuin,1.510,5,4.0,2,Zuid-Holland,3687.7828054298643
Gouvernestraat 31,Tiel,315000.0,139.0,98.0,1998,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,2.600,5,4.0,1,Gelderland,3214.285714285714
Prozastraat 25,Gorinchem,525000.0,295.0,143.0,1996,Bestaande bouw,"Eengezinswoning, hoekwoning",Plat dak bedekt met bitumineuze dakbedekking,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3,B,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin",2.670,6,5.0,1,Zuid-Holland,3671.328671328671
Van Leuffenpad 15,IJsselstein,485000.0,137.0,139.0,2000,Bestaande bouw,"Eengezinswoning, eindwoning",Plat dak bedekt met bitumineuze dakbedekking,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3,B,In centrum en in woonwijk,Patio/atrium,450,4,3.0,1,Utrecht,3489.2086330935253
Van Boshuizenstraat 233,Amsterdam,850000.0,127.0,161.0,1962,Bestaande bouw,"Eengezinswoning, tussenwoning (drive-in woning)",Plat dak bedekt met bitumineuze dakbedekking,6 kamers (3 slaapkamers),2 badkamers en 2 aparte toiletten,3,E,In woonwijk,Achtertuin,8.105,6,3.0,2,Noord-Holland,5279.503105590062
Nieuwe Wei 12,Gapinge,,142.0,102.0,2009,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,375,4,3.0,1,Zeeland,
Maasnielderweg 9,Roermond,375000.0,618.0,140.0,1910,Bestaande bouw,"Eengezinswoning, halfvrijstaande woning",Zadeldak bedekt met pannen,6 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3,E,Beschutte ligging,Achtertuin,1.905,6,3.0,1,Limburg,2678.5714285714284
Prinses Beatrixstraat 20,Arkel,299500.0,152.0,82.0,1957,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer,2,G,Aan rustige weg en in woonwijk,Achtertuin,2.805,4,3.0,1,Zuid-Holland,3652.439024390244
Korte Hezeweg 1,Apeldoorn,475000.0,308.0,110.0,1928,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 2 aparte toiletten,2,C,Aan rustige weg en in woonwijk,"Achtertuin, tuin rondom, voortuin en zijtuin",2.455,5,3.0,1,Gelderland,4318.181818181818
Marterweide 49,Nieuwegein,550000.0,289.0,141.0,1977,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3,D,"Aan rustige weg, in woonwijk en vrij uitzicht",Achtertuin en voortuin,€ 3.411,5,4.0,1,Utrecht,3900.709219858156
Wilgenbeemd 28,Assen,269000.0,165.0,98.0,1993,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2,B,Aan rustige weg en in woonwijk,Achtertuin en voortuin,800,5,4.0,1,Drenthe,2744.8979591836733
Bachplein 14,Maarssen,675000.0,333.0,160.0,1971,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3,D,In woonwijk,"Achtertuin, voortuin en zijtuin",905,6,5.0,1,Utrecht,4218.75
Dr. Colijnstraat 3,Veenendaal,485000.0,280.0,131.0,1939,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,3,C,"Aan rustige weg, in woonwijk en vrij uitzicht","Achtertuin, voortuin en zijtuin",6.020,5,4.0,1,Utrecht,3702.290076335878
Voorburgstraat 1,Loenersloot,450000.0,222.0,100.0,1955,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,2,D,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin",315,3,2.0,1,Utrecht,4500.0
Roodkapje 2,Eindhoven,425000.0,203.0,121.0,1994,Bestaande bouw,"Eengezinswoning, hoekwoning",Lessenaardak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3,C,In woonwijk,"Achtertuin, voortuin en zijtuin",7.235,5,3.0,1,Noord-Brabant,3512.396694214876
Papenstraat 15,Deventer,825000.0,166.0,218.0,1650,Bestaande bouw,"Herenhuis, geschakelde woning",Samengesteld dak bedekt met pannen,7 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,3,G,"Aan rustige weg, in centrum en in woonwijk",Achtertuin en zonneterras,825,7,4.0,2,Overijssel,3784.4036697247707
De Vlashoven 18,Noordwijkerhout,798000.0,624.0,121.0,1967,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2,C,In woonwijk,Tuin rondom,,5,4.0,1,Zuid-Holland,6595.0413223140495
Murraystraat 21,Pernis Rotterdam,270000.0,157.0,75.0,1916,Bestaande bouw,"Eengezinswoning, tussenwoning",Samengesteld dak bedekt met pannen,4 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,2,B,"Aan rustige weg, beschutte ligging en in woonwijk",Achtertuin en voortuin,4.880,4,2.0,1,Zuid-Holland,3600.0
Overtonweg 18,Haarlem,750000.0,133.0,140.0,1920,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak,5 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,3,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,1.885,5,4.0,2,Noord-Holland,5357.142857142857
Chopinstraat 9,Groenlo,435000.0,431.0,160.0,1971,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,315,6,4.0,1,Gelderland,2718.75
Bourgondischelaan 23,Amstelveen,985000.0,145.0,143.0,1959,Bestaande bouw,"Bungalow, geschakelde woning",Plat dak bedekt met bitumineuze dakbedekking,6 kamers (5 slaapkamers),2 badkamers,2,C,"Aan park, aan rustige weg, beschutte ligging, in woonwijk en vrij uitzicht",Achtertuin,3.735,6,5.0,2,Noord-Holland,6888.111888111888
Duval Slothouwerstraat 50,Doetinchem,275000.0,158.0,105.0,1971,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2,C,In woonwijk,Achtertuin en voortuin,2.475,5,4.0,1,Gelderland,2619.0476190476193
Dokter Hiemstralaan 108,Gorinchem,350000.0,217.0,117.0,1975,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3,B,Aan rustige weg en in woonwijk,Achtertuin en voortuin,3.050,5,4.0,1,Zuid-Holland,2991.4529914529912
de Bergkamp 6,Overloon,550000.0,593.0,157.0,1972,Bestaande bouw,"Eengezinswoning, vrijstaande woning (split-level woning)",Zadeldak bedekt met asbest en pannen,7 kamers (5 slaapkamers),1 badkamer,3,E,"Aan rustige weg, in bosrijke omgeving en in woonwijk",Achtertuin en voortuin,2.705,7,5.0,1,Noord-Brabant,3503.184713375796
Dijkstraat 43,Brielle,479000.0,103.0,133.0,1993,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3,B,"Aan rustige weg, in centrum en in woonwijk",Achtertuin,2.980,5,4.0,1,Zuid-Holland,3601.503759398496
Langestraat 10,Braamt,465000.0,648.0,185.0,1905,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Mansarde dak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,2,G,In centrum,Tuin rondom,675,5,4.0,1,Gelderland,2513.5135135135133
